Specimen,Setting_cat,Organism_group,Organism,Total_isolates,Antibiotic,Susceptibility_%
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,CEFTRIAXONE,100.0
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,CHLORAMPHENICOL,100.0
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,CLINDAMYCIN,88.0
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,ERYTHROMYCIN,83.33332824707031
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,LEVOFLOXACIN,100.0
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,PENICILLIN BY MIC,100.0
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,TETRACYCLINE,24.0
All Specimen,Overall,Gram positive,Streptococcus agalactiae,25.0,VANCOMYCIN,96.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,AMIKACIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,AMPICILLIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CEFOTAXIME,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CEFTRIAXONE,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CHLORAMPHENICOL,75.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CLINDAMYCIN,25.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,CO-TRIMOXAZOLE,50.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,ERYTHROMYCIN,0.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,LEVOFLOXACIN,75.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,PENICILLIN BY MIC,0.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,TETRACYCLINE,0.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),4.0,VANCOMYCIN,66.66667175292969
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,AMIKACIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,AMPICILLIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CEFOTAXIME,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CEFTRIAXONE,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CHLORAMPHENICOL,91.66667175292967
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CLINDAMYCIN,33.33333587646484
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,CO-TRIMOXAZOLE,33.33333587646484
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,ERYTHROMYCIN,25.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,LEVOFLOXACIN,100.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,PENICILLIN BY MIC,16.66666793823242
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,TETRACYCLINE,16.66666793823242
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),12.0,VANCOMYCIN,100.0
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,AMIKACIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,AMPICILLIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CEFOTAXIME,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CEFTRIAXONE,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CHLORAMPHENICOL,87.5
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CLINDAMYCIN,31.25
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,CO-TRIMOXAZOLE,37.5
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,ERYTHROMYCIN,18.75
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,LEVOFLOXACIN,93.75
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,PENICILLIN BY MIC,12.5
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,TETRACYCLINE,12.5
All Specimen,Overall,Gram positive,Streptococcus pneumoniae (all isolates),16.0,VANCOMYCIN,93.33333587646484
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,AMIKACIN,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,AMPICILLIN,96.66666412353516
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CEFOTAXIME,93.33333587646484
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CEFTRIAXONE,93.33333587646484
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CHLORAMPHENICOL,96.66666412353516
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CLINDAMYCIN,80.0
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,ERYTHROMYCIN,73.33333587646484
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,LEVOFLOXACIN,100.0
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,PENICILLIN BY MIC,96.66666412353516
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,TETRACYCLINE,3.333333492279053
All Specimen,Overall,Gram positive,Streptococcus pyogenes,30.0,VANCOMYCIN,96.66666412353516
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,AMIKACIN,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,AMPICILLIN,91.7
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CEFOTAXIME,41.66666412353516
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CEFTRIAXONE,41.66666412353516
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CHLORAMPHENICOL,81.81818389892578
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CLINDAMYCIN,0.0
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,ERYTHROMYCIN,0.0
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,LEVOFLOXACIN,100.0
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,PENICILLIN BY MIC,18.18181800842285
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,TETRACYCLINE,
All Specimen,Overall,Gram positive,Streptococcus suis,12.0,VANCOMYCIN,91.66667175292967
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,AMIKACIN,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,AMPICILLIN,100.0
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CEFOTAXIME,100.0
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CEFTRIAXONE,100.0
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CHLORAMPHENICOL,81.81818389892578
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CLINDAMYCIN,72.7272720336914
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,ERTAPENEM,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,ERYTHROMYCIN,63.6363639831543
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,GENTAMICIN,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,IMIPENEM,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,LEVOFLOXACIN,90.90909576416016
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,MEROPENEM,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,PENICILLIN BY MIC,100.0
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,TETRACYCLINE,36.3636360168457
All Specimen,Overall,Gram positive,"Streptococcus,β-hemolytic not Group A,B,D",11.0,VANCOMYCIN,90.90909576416016
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,AMIKACIN,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,AMOXICILLIN/ CLAVULANIC ACID,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,AMPICILLIN,52.2
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CEFOPERAZONE / SULBACTAM,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CEFOTAXIME,84.78260803222656
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CEFTAZIDIME,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CEFTRIAXONE,84.78260803222656
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CHLORAMPHENICOL,89.13043975830078
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CIPROFLOXACIN,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CLINDAMYCIN,67.39130401611328
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,CO-TRIMOXAZOLE,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,COLISTIN BY MIC,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,ERTAPENEM,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,ERYTHROMYCIN,35.0
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,GENTAMICIN,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,IMIPENEM,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,LEVOFLOXACIN,91.30435180664062
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,MEROPENEM,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,PENICILLIN BY MIC,34.78260803222656
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,PIPERACILLIN / TAZOBACTAM,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,TETRACYCLINE,
All Specimen,Overall,Gram positive,Streptococcuss spp. Viridans Group,46.0,VANCOMYCIN,97.82608795166016
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,AMIKACIN,100.0
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,AMOXICILLIN/CLAVULANIC ACID,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,AMPICILLIN,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CEFEPIME,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CEFOTAXIME,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CEFTAZIDIME,34.615386962890625
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CEFTRIAXONE,17.307693481445312
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CHLORAMPHENICOL,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CIPROFLOXACIN,36.53845977783203
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,COLISTIN BY MIC,100.0
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,ERTAPENEM,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,GENTAMICIN,
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,IMIPENEM,34.615386962890625
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,LEVOFLOXACIN,42.30769348144531
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,MEROPENEM,34.615386962890625
Blood,Overall,Gram negative,Acinetobacter calcoaceticus-baumannii complex,52.0,PIPERACILLIN / TAZOBACTAM,25.53191566467285
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,AMIKACIN,85.71428680419922
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,CEFEPIME,
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,CEFOTAXIME,
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,CEFTAZIDIME,100.0
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,CEFTRIAXONE,71.42857360839844
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,CIPROFLOXACIN,71.42857360839844
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,GENTAMICIN,
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,IMIPENEM,100.0
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,LEVOFLOXACIN,100.0
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,MEROPENEM,100.0
Blood,Overall,Gram negative,Acinetobacter spp.,7.0,PIPERACILLIN / TAZOBACTAM,33.333335876464844
Blood,Overall,Gram negative,Burkholderia pseudomallei,7.0,AMOXICILLIN/CLAVULANIC ACID,100.0
Blood,Overall,Gram negative,Burkholderia pseudomallei,7.0,CEFTAZIDIME,85.7
Blood,Overall,Gram negative,Burkholderia pseudomallei,7.0,CO-TRIMOXAZOLE,
Blood,Overall,Gram negative,Burkholderia pseudomallei,7.0,IMIPENEM,100.0
Blood,Overall,Gram negative,Burkholderia pseudomallei,7.0,TETRACYCLINE,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,AMIKACIN,69.23077392578125
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,AMOXICILLIN/CLAVULANIC ACID,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,AMPICILLIN,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,AMPICILLIN / SULBACTAM,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,CEFAZOLIN,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,CEFEPIME,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,CEFOPERAZONE / SULBACTAM,76.92308044433594
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,CEFOTAXIME,
Blood,Overall,Gram negative,Enterobacter cloacae,13.0,CEFOXITIN,
